Mod:Item:MetaData, Localized Name
galacticraftcore:glowstone_torch, Glowstone Torch
galacticraftcore:fallen_meteor, Fallen Meteor
galacticraftcore:basic_block_moon:0, Copper Ore
galacticraftcore:basic_block_moon:1, Tin Ore
galacticraftcore:basic_block_moon:2, Cheese Ore
galacticraftcore:basic_block_moon:3, Moon Dirt
galacticraftcore:basic_block_moon:4, Moon Rock
galacticraftcore:basic_block_moon:5, Moon Turf
galacticraftcore:basic_block_moon:6, Sapphire Ore
galacticraftcore:basic_block_moon:14, Moon Dungeon Brick
galacticraftcore:cheese, Block of Cheese
galacticraftcore:spin_thruster, Spin Thruster
galacticraftcore:view_screen, Display Screen
galacticraftcore:telemetry, Telemetry Unit
galacticraftcore:arclamp, Arc Lamp
galacticraftcore:treasure_chest, Treasure Chest
galacticraftcore:fluid_tank, Fluid Tank
galacticraftcore:boss_spawner, tile.boss_spawner.name
galacticraftcore:tin_stairs_1, Tin Decoration Stairs
galacticraftcore:tin_stairs_2, Tin Decoration Stairs
galacticraftcore:moon_stairs_stone, Moon Rock Stairs
galacticraftcore:moon_stairs_brick, Moon Dungeon Brick Stairs
galacticraftcore:wall_gc:0, Tin Decoration Wall
galacticraftcore:wall_gc:1, Tin Decoration Wall
galacticraftcore:wall_gc:2, Moon Rock Wall
galacticraftcore:wall_gc:3, Moon Dungeon Brick Wall
galacticraftcore:wall_gc:4, Mars Cobblestone Wall
galacticraftcore:wall_gc:5, Mars Dungeon Brick Wall
galacticraftcore:slab_gc_half:0, Tin Decoration Slab
galacticraftcore:slab_gc_half:1, Tin Decoration Slab
galacticraftcore:slab_gc_half:2, Moon Rock Slab
galacticraftcore:slab_gc_half:3, Moon Dungeon Brick Slab
galacticraftcore:slab_gc_half:4, Mars Cobblestone Slab
galacticraftcore:slab_gc_half:5, Mars Dungeon Brick Slab
galacticraftcore:slab_gc_half:6, Dark Decoration Slab
galacticraftcore:slab_gc_double:0, tile.slab_gc_double.tin_slab_1.name
galacticraftcore:slab_gc_double:1, tile.slab_gc_double.tin_slab_2.name
galacticraftcore:slab_gc_double:2, tile.slab_gc_double.moon_slab.name
galacticraftcore:slab_gc_double:3, tile.slab_gc_double.moon_bricks_slab.name
galacticraftcore:slab_gc_double:4, tile.slab_gc_double.mars_slab.name
galacticraftcore:slab_gc_double:5, tile.slab_gc_double.mars_bricks_slab.name
galacticraftcore:slab_gc_double:6, tile.slab_gc_double.asteroids_slab.name
galacticraftcore:concealed_redstone, Hidden Redstone Wire
galacticraftcore:concealed_repeater_pow, tile.concealed_repeater_pow.name
galacticraftcore:concealed_repeater, Hidden Redstone Repeater
galacticraftcore:concealed_detector, Player Detector
galacticraftcore:platform, Hydraulic Platform
galacticraftcore:emergency_box:0, Emergency Post
galacticraftcore:emergency_box:1, Emergency Post (with Kit)
galacticraftcore:grating, Grating
galacticraftcore:rocket_t1:0, Tier 1 Rocket
galacticraftcore:rocket_t1:1, Tier 1 Rocket
galacticraftcore:rocket_t1:2, Tier 1 Rocket
galacticraftcore:rocket_t1:3, Tier 1 Rocket
galacticraftcore:rocket_t1:4, Tier 1 Rocket
galacticraftcore:oxygen_mask, Oxygen Mask
galacticraftcore:oxygen_gear, Oxygen Gear
galacticraftcore:oxygen_tank_light_full, Light Oxygen Tank
galacticraftcore:oxygen_tank_med_full, Medium Oxygen Tank
galacticraftcore:oxygen_tank_heavy_full, Heavy Oxygen Tank
galacticraftcore:infinite_oxygen, Infinite Oxygen Supply
galacticraftcore:sensor_lens, Sensor Lens
galacticraftcore:sensor_glasses, Sensor Glasses
galacticraftcore:standard_wrench, Standard Wrench
galacticraftcore:steel_pickaxe, Steel Pickaxe
galacticraftcore:steel_axe, Steel Axe
galacticraftcore:steel_hoe, Steel Hoe
galacticraftcore:steel_shovel, Steel Shovel
galacticraftcore:steel_sword, Steel Sword
galacticraftcore:steel_helmet, Heavy Duty Helmet
galacticraftcore:steel_chestplate, Heavy Duty Chestplate
galacticraftcore:steel_leggings, Heavy Duty Leggings
galacticraftcore:steel_boots, Heavy Duty Boots
galacticraftcore:canister:0, Tin Canister
galacticraftcore:canister:1, Copper Canister
galacticraftcore:air_vent, Oxygen Vent
galacticraftcore:air_fan, Oxygen Fan
galacticraftcore:oxygen_concentrator, Oxygen Concentrator
galacticraftcore:engine:0, Tier 1 Rocket Engine
galacticraftcore:engine:1, Tier 1 Booster
galacticraftcore:heavy_plating, Heavy-Duty Plate
galacticraftcore:nose_cone, Nose Cone
galacticraftcore:rocket_fins, Rocket Fins
galacticraftcore:steel_pole, Steel Pole
galacticraftcore:canvas, Canvas
galacticraftcore:oil_canister_partial:1001, Empty Canister
galacticraftcore:oil_canister_partial:1, Filled Oil Canister
galacticraftcore:fuel_canister_partial:1, Filled Fuel Canister
galacticraftcore:schematic:0, NASA Workbench Schematic
galacticraftcore:schematic:1, NASA Workbench Schematic
galacticraftcore:key:0, Tier 1 Dungeon Key
galacticraftcore:buggymat:0, Buggy Wheel
galacticraftcore:buggymat:1, Buggy Seat
galacticraftcore:buggymat:2, Buggy Storage Box
galacticraftcore:buggy, Buggy
galacticraftcore:basic_item:0, Single Solar Module
galacticraftcore:basic_item:1, Full Solar Panel
galacticraftcore:basic_item:2, Raw Silicon
galacticraftcore:basic_item:3, Copper Ingot
galacticraftcore:basic_item:4, Tin Ingot
galacticraftcore:basic_item:5, Aluminum Ingot
galacticraftcore:basic_item:6, Compressed Copper
galacticraftcore:basic_item:7, Compressed Tin
galacticraftcore:basic_item:8, Compressed Aluminum
galacticraftcore:basic_item:9, Compressed Steel
galacticraftcore:basic_item:10, Compressed Bronze
galacticraftcore:basic_item:11, Compressed Iron
galacticraftcore:basic_item:12, Blue Solar Wafer
galacticraftcore:basic_item:13, Basic Wafer
galacticraftcore:basic_item:14, Advanced Wafer
galacticraftcore:basic_item:19, Frequency Module
galacticraftcore:basic_item:20, Ambient Thermal Controller
galacticraftcore:food:0, Can of Food
galacticraftcore:food:1, Can of Food
galacticraftcore:food:2, Can of Food
galacticraftcore:food:3, Can of Food
galacticraftcore:food:9, Canned Beef
galacticraftcore:food:4, Cheese Slice
galacticraftcore:food:5, Burger Bun
galacticraftcore:food:6, Ground Beef (Raw)
galacticraftcore:food:7, Beef Patty (Cooked)
galacticraftcore:food:8, Cheeseburger
galacticraftcore:battery, Battery
galacticraftcore:infinite_battery, Infinite Battery
galacticraftcore:meteor_chunk:0, Throwable Meteor Chunk
galacticraftcore:meteor_chunk:1, Throwable Meteor Chunk
galacticraftcore:cheese_curd, Cheese Curd
galacticraftcore:meteoric_iron_raw, Raw Meteoric Iron
galacticraftcore:item_basic_moon:0, Meteoric Iron Ingot
galacticraftcore:item_basic_moon:1, Compressed Meteoric Iron
galacticraftcore:item_basic_moon:2, Lunar Sapphire
galacticraftcore:flag, Flag
galacticraftcore:parachute:0, Parachute
galacticraftcore:parachute:1, Black Parachute
galacticraftcore:parachute:2, Light Blue Parachute
galacticraftcore:parachute:3, Lime Parachute
galacticraftcore:parachute:4, Brown Parachute
galacticraftcore:parachute:5, Blue Parachute
galacticraftcore:parachute:6, Gray Parachute
galacticraftcore:parachute:7, Green Parachute
galacticraftcore:parachute:8, Light Gray Parachute
galacticraftcore:parachute:9, Magenta Parachute
galacticraftcore:parachute:10, Orange Parachute
galacticraftcore:parachute:11, Pink Parachute
galacticraftcore:parachute:12, Purple Parachute
galacticraftcore:parachute:13, Red Parachute
galacticraftcore:parachute:14, Cyan Parachute
galacticraftcore:parachute:15, Yellow Parachute
galacticraftcore:prelaunch_checklist, Pre-Launch Checklist
galacticraftcore:dungeonfinder, Dungeon Locator
galacticraftcore:emergency_kit, Space Emergency Kit
galacticraftplanets:sludge, Sludge
galacticraftplanets:bucket_sludge, Bacterial Sludge Bucket
galacticraftplanets:treasure_t2, Tier 2 Treasure Chest
galacticraftplanets:mars:0, Copper Ore
galacticraftplanets:mars:1, Tin Ore
galacticraftplanets:mars:2, Desh Ore
galacticraftplanets:mars:3, Iron Ore
galacticraftplanets:mars:4, Mars Cobblestone
galacticraftplanets:mars:5, Mars Fine Regolith
galacticraftplanets:mars:6, Mars Regolith
galacticraftplanets:mars:7, Mars Dungeon Brick
galacticraftplanets:mars:8, Block of Desh
galacticraftplanets:mars:9, Mars Stone
galacticraftplanets:cavern_vines, Cavernous Vines
galacticraftplanets:slimeling_egg:0, Red Slimeling Egg
galacticraftplanets:slimeling_egg:1, Blue Slimeling Egg
galacticraftplanets:slimeling_egg:2, Yellow Slimeling Egg
galacticraftplanets:creeper_egg, Creeper Egg
galacticraftplanets:mars_machine:0, Terraformer
galacticraftplanets:mars_machine:4, Cryogenic Chamber
galacticraftplanets:mars_machine:8, Launch Controller
galacticraftplanets:mars_machine_t2:0, Gas Liquefier
galacticraftplanets:mars_machine_t2:4, Methane Synthesizer
galacticraftplanets:mars_machine_t2:8, Water Electrolyzer
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, Mars Cobblestone Stairs
galacticraftplanets:mars_stairs_brick, Mars Dungeon Brick Stairs
galacticraftplanets:carbon_fragments, Fragmented Carbon
galacticraftplanets:item_basic_mars:0, Unrefined Desh
galacticraftplanets:item_basic_mars:1, Desh Stick
galacticraftplanets:item_basic_mars:2, Desh Ingot
galacticraftplanets:item_basic_mars:3, Heavy-Duty Plate
galacticraftplanets:item_basic_mars:4, Slimeling Inventory Bag
galacticraftplanets:item_basic_mars:5, Compressed Desh
galacticraftplanets:item_basic_mars:6, Fluid Manipulator
galacticraftplanets:desh_pick, Desh Pickaxe
galacticraftplanets:desh_pick_slime, Sticky Desh Pickaxe
galacticraftplanets:desh_axe, Desh Axe
galacticraftplanets:desh_hoe, Desh Hoe
galacticraftplanets:desh_spade, Desh Shovel
galacticraftplanets:desh_sword, Desh Sword
galacticraftplanets:desh_helmet, Desh Helmet
galacticraftplanets:desh_chestplate, Desh Chestplate
galacticraftplanets:desh_leggings, Desh Leggings
galacticraftplanets:desh_boots, Desh Boots
galacticraftplanets:rocket_t2:0, Tier 2 Rocket
galacticraftplanets:rocket_t2:1, Tier 2 Rocket
galacticraftplanets:rocket_t2:2, Tier 2 Rocket
galacticraftplanets:rocket_t2:3, Tier 2 Rocket
galacticraftplanets:rocket_t2:4, Tier 2 Rocket
galacticraftplanets:rocket_t2:11, Cargo Rocket
galacticraftplanets:rocket_t2:12, Cargo Rocket
galacticraftplanets:rocket_t2:13, Cargo Rocket
galacticraftplanets:rocket_t2:14, Cargo Rocket
galacticraftplanets:key:0, Tier 2 Dungeon Key
galacticraftplanets:schematic:0, NASA Workbench Schematic
galacticraftplanets:schematic:1, NASA Workbench Schematic
galacticraftplanets:schematic:2, NASA Workbench Schematic
galacticraftplanets:asteroids_block:0, Asteroid Rock
galacticraftplanets:asteroids_block:1, Asteroid Rock
galacticraftplanets:asteroids_block:2, Asteroid Rock
galacticraftplanets:asteroids_block:3, Aluminum Ore
galacticraftplanets:asteroids_block:4, Ilmenite Ore
galacticraftplanets:asteroids_block:5, Iron Ore
galacticraftplanets:asteroids_block:6, Dark Decoration Block
galacticraftplanets:asteroids_block:7, Titanium Block
galacticraftplanets:walkway:0, Walkway
galacticraftplanets:walkway:1, Walkway
galacticraftplanets:walkway:2, Walkway
galacticraftplanets:beam_reflector, Energy Beam Reflector
galacticraftplanets:beam_receiver, Energy Beam Receiver
galacticraftplanets:telepad_short, Short Range Telepad
galacticraftplanets:dense_ice, Dense Ice
galacticraftplanets:miner_base, Astro Miner Base
galacticraftplanets:grapple, Grapple
galacticraftplanets:rocket_t3:0, Tier 3 Rocket
galacticraftplanets:rocket_t3:1, Tier 3 Rocket
galacticraftplanets:rocket_t3:2, Tier 3 Rocket
galacticraftplanets:rocket_t3:3, Tier 3 Rocket
galacticraftplanets:rocket_t3:4, Tier 3 Rocket
galacticraftplanets:astro_miner, Astro Miner
galacticraftplanets:thermal_padding:0, Thermal Padding Helm
galacticraftplanets:thermal_padding:1, Thermal Padding Chestpiece
galacticraftplanets:thermal_padding:2, Thermal Padding Leggings
galacticraftplanets:thermal_padding:3, Thermal Padding Boots
galacticraftplanets:item_basic_asteroids:0, Titanium Ingot
galacticraftplanets:item_basic_asteroids:1, Heavy Rocket Engine
galacticraftplanets:item_basic_asteroids:2, Heavy Rocket Fins
galacticraftplanets:item_basic_asteroids:3, Iron Shard
galacticraftplanets:item_basic_asteroids:4, Titanium Shard
galacticraftplanets:item_basic_asteroids:5, Heavy-Duty Plate
galacticraftplanets:item_basic_asteroids:6, Compressed Titanium
galacticraftplanets:item_basic_asteroids:7, Thermal Cloth
galacticraftplanets:item_basic_asteroids:8, Beam Core
galacticraftplanets:item_basic_asteroids:9, Titanium Dust
galacticraftplanets:methane_canister_partial:1, Filled Methane Gas Canister
galacticraftplanets:canister_partial_lox:1, Filled Canister of Liquid Oxygen
galacticraftplanets:canister_partial_ln2:1, Filled Canister of Liquid Nitrogen
galacticraftplanets:atmospheric_valve, Atmospheric Valve
galacticraftplanets:heavy_nose_cone:0, Heavy Nose Cone
galacticraftplanets:orion_drive, Orion Drive
galacticraftplanets:titanium_helmet, Titanium Helmet
galacticraftplanets:titanium_chestplate, Titanium Chestplate
galacticraftplanets:titanium_leggings, Titanium Leggings
galacticraftplanets:titanium_boots, Titanium Boots
galacticraftplanets:titanium_axe, Titanium Axe
galacticraftplanets:titanium_pickaxe, Titanium Pickaxe
galacticraftplanets:titanium_shovel, Titanium Shovel
galacticraftplanets:titanium_hoe, Titanium Hoe
galacticraftplanets:titanium_sword, Titanium Sword
galacticraftplanets:strange_seed:0, Strange Seed
galacticraftplanets:strange_seed:1, Strange Seed
galacticraftplanets:sulphuric_acid, Sulfuric Acid
galacticraftplanets:bucket_sulphuric_acid, Sulfuric Acid Bucket
galacticraftplanets:venus:0, Venus Soft Rock
galacticraftplanets:venus:1, Venus Hard Rock
galacticraftplanets:venus:2, Venus Volcanic Rock
galacticraftplanets:venus:3, Pumice
galacticraftplanets:venus:4, Venus Dungeon Brick I
galacticraftplanets:venus:5, Venus Dungeon Brick II
galacticraftplanets:venus:6, Aluminum Ore
galacticraftplanets:venus:7, Copper Ore
galacticraftplanets:venus:8, Galena Ore
galacticraftplanets:venus:9, Quartz Ore
galacticraftplanets:venus:10, Silicon Ore
galacticraftplanets:venus:11, Tin Ore
galacticraftplanets:venus:12, Lead Block
galacticraftplanets:spout, Vapor Spout
galacticraftplanets:boss_spawner_venus, tile.boss_spawner_venus.name
galacticraftplanets:treasure_t3, Tier 3 Treasure Chest
galacticraftplanets:web_torch:0, Web String
galacticraftplanets:web_torch:1, Web String
galacticraftplanets:geothermal_generator, Geothermal Generator
galacticraftplanets:crashed_probe, Crashed Probe
galacticraftplanets:venus_rock_scorched, Scorched Venus Rock
galacticraftplanets:thermal_padding_t2:0, Isothermal Helm
galacticraftplanets:thermal_padding_t2:1, Isothermal Chestpiece
galacticraftplanets:thermal_padding_t2:2, Isothermal Leggings
galacticraftplanets:thermal_padding_t2:3, Isothermal Boots
galacticraftplanets:basic_item_venus:0, Shield Controller
galacticraftplanets:basic_item_venus:1, Lead Ingot
galacticraftplanets:basic_item_venus:2, Radioisotope Core
galacticraftplanets:basic_item_venus:3, Isothermal Fabric
galacticraftplanets:volcanic_pickaxe, Volcanic Pickaxe
galacticraftplanets:key_t3:0, Tier 3 Dungeon Key
galacticraftplanets:atomic_battery, Atomic Battery
blankplanet:teleport, Black Hole Teleporter
bonsaitrees:bonsaipot:0, Bonsai Pot
bonsaitrees:bonsaipot:1, Hopping Bonsai Pot
buildinggadgets:buildingtool, Building Gadget
buildinggadgets:exchangertool, Exchanging Gadget
buildinggadgets:copypastetool, Copy-Paste Gadget
buildinggadgets:templatemanager, Template Manager
buildinggadgets:template, Template
buildinggadgets:destructiontool, Destruction Gadget
buildinggadgets:constructionblock, Construction Block
buildinggadgets:constructionblockpowder, Construction Block Powder
buildinggadgets:constructionpaste, Construction Paste
buildinggadgets:constructionpastecontainer, Paste Container
buildinggadgets:constructionpastecontainert2, Paste Container T2
buildinggadgets:constructionpastecontainert3, Paste Container T3
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
claybucket:unfiredclaybucket, Unfired Clay Bucket
claybucket:claybucket:0, Clay Bucket
claybucket:claybucket:1, Water Clay Bucket
claybucket:claybucket:2, Lava Clay Bucket
inventorygenerators:inv_culinary_gen, Inventory Culinary Generator
inventorygenerators:inv_death_gen, Inventory Death Generator
inventorygenerators:inv_end_gen, Inventory End Generator
inventorygenerators:inv_explosive_gen, Inventory Explosive Generator
inventorygenerators:inv_furnace_gen, Inventory Furnace Generator
inventorygenerators:inv_halitosis_gen, Inventory Halitosis Generator
inventorygenerators:inv_frosty_gen, Inventory Frosty Generator
inventorygenerators:inv_magmatic_gen, Inventory Magmatic Generator
inventorygenerators:inv_nether_star_gen, Inventory Nether Star Generator
inventorygenerators:inv_overclocked_gen, Inventory Overclocked Generator
inventorygenerators:inv_pink_gen, Inventory Pink Generator
inventorygenerators:inv_potion_gen, Inventory Potion Generator
inventorygenerators:inv_slimey_gen, Inventory Slimey Generator
inventorygenerators:inv_survivalist_gen, Inventory Survivalist Generator
inventorygenerators:auto_pull_upgrade, Auto Pull Upgrade
inventorygenerators:no_effect_upgrade, No Effect Upgrade
inventorygenerators:speed_upgrade, Speed Upgrade
deepmoblearning:machine_casing, Soot-covered Machine Casing
deepmoblearning:infused_ingot_block, Glitch Infused Block
deepmoblearning:simulation_chamber, Simulation Chamber
deepmoblearning:extraction_chamber, Loot Fabricator
deepmoblearning:trial_keystone, Trial Keystone
deepmoblearning:soot_covered_redstone, Soot-covered Redstone
deepmoblearning:soot_covered_plate, Soot-covered Plate
deepmoblearning:polymer_clay, Polymer Clay
deepmoblearning:deep_learner, §bDeep Learner§r
deepmoblearning:data_model_blank, Blank Data Model
deepmoblearning:creative_model_learner, Creative Model Learner
deepmoblearning:trial_key, §bTrial Key§r
deepmoblearning:glitch_heart, §bCorrupted Glitch Heart§r
deepmoblearning:glitch_fragment, §bUnstable Glitch Fragment§r
deepmoblearning:glitch_infused_ingot, §bGlitch Infused Ingot§r
deepmoblearning:glitch_infused_helmet, §bGlitch Infused Helmet§r
deepmoblearning:glitch_infused_chestplate, §bGlitch Infused Chestplate§r
deepmoblearning:glitch_infused_leggings, §bGlitch Infused Leggings§r
deepmoblearning:glitch_infused_boots, §bGlitch Infused Greaves§r
deepmoblearning:glitch_infused_sword, §bGlitch Infused Sword§r
deepmoblearning:data_model_zombie, §bZombie Data Model§r
deepmoblearning:data_model_skeleton, §bSkeleton Data Model§r
deepmoblearning:data_model_creeper, §bCreeper Data Model§r
deepmoblearning:data_model_spider, §bSpider Data Model§r
deepmoblearning:data_model_slime, §bSlime Data Model§r
deepmoblearning:data_model_witch, §bWitch Data Model§r
deepmoblearning:data_model_blaze, §bBlaze Data Model§r
deepmoblearning:data_model_ghast, §bGhast Data Model§r
deepmoblearning:data_model_wither_skeleton, §bWither Skeleton Data Model§r
deepmoblearning:data_model_enderman, §bEnderman Data Model§r
deepmoblearning:data_model_wither, §bWither Data Model§r
deepmoblearning:data_model_dragon, §bEnder Dragon Data Model§r
deepmoblearning:data_model_shulker, §bShulker Data Model§r
deepmoblearning:data_model_guardian, §bGuardian Data Model§r
deepmoblearning:living_matter_overworldian, Overworldian Matter
deepmoblearning:living_matter_hellish, Hellish Matter
deepmoblearning:living_matter_extraterrestrial, Extraterrestrial Matter
deepmoblearning:pristine_matter_zombie, Pristine Zombie Matter
deepmoblearning:pristine_matter_skeleton, Pristine Skeleton Matter
deepmoblearning:pristine_matter_creeper, Pristine Creeper Matter
deepmoblearning:pristine_matter_spider, Pristine Spider Matter
deepmoblearning:pristine_matter_slime, Pristine Slime Matter
deepmoblearning:pristine_matter_witch, Pristine Witch Matter
deepmoblearning:pristine_matter_blaze, Pristine Blaze Matter
deepmoblearning:pristine_matter_ghast, Pristine Ghast Matter
deepmoblearning:pristine_matter_wither_skeleton, Pristine Wither Skeleton Matter
deepmoblearning:pristine_matter_enderman, Pristine Enderman Matter
deepmoblearning:pristine_matter_wither, Pristine Wither Matter
deepmoblearning:pristine_matter_dragon, Pristine Ender Dragon Matter
deepmoblearning:pristine_matter_shulker, Pristine Shulker Matter
deepmoblearning:pristine_matter_guardian, Pristine Guardian Matter
elevatorid:elevator_white, White Elevator
elevatorid:elevator_orange, Orange Elevator
elevatorid:elevator_magenta, Magenta Elevator
elevatorid:elevator_light_blue, Light Blue Elevator
elevatorid:elevator_yellow, Yellow Elevator
elevatorid:elevator_lime, Lime Elevator
elevatorid:elevator_pink, Pink Elevator
elevatorid:elevator_gray, Gray Elevator
elevatorid:elevator_silver, Light Gray Elevator
elevatorid:elevator_cyan, Cyan Elevator
elevatorid:elevator_purple, Purple Elevator
elevatorid:elevator_blue, Blue Elevator
elevatorid:elevator_brown, Brown Elevator
elevatorid:elevator_green, Green Elevator
elevatorid:elevator_red, Red Elevator
elevatorid:elevator_black, Black Elevator
exnihilocreatio:hammer_wood, Wooden Hammer
exnihilocreatio:hammer_stone, Stone Hammer
exnihilocreatio:hammer_iron, Iron Hammer
exnihilocreatio:hammer_diamond, Diamond Hammer
exnihilocreatio:hammer_gold, Gold Hammer
exnihilocreatio:crook_wood, Wooden Crook
exnihilocreatio:crook_bone, Bone Crook
exnihilocreatio:item_mesh:1, String Mesh
exnihilocreatio:item_mesh:2, Flint Stiffened Mesh
exnihilocreatio:item_mesh:3, Iron Stiffened Mesh
exnihilocreatio:item_mesh:4, Diamond Stiffened Mesh
exnihilocreatio:item_material:1, Porcelain Clay
exnihilocreatio:item_material:2, Silkworm
exnihilocreatio:item_material:3, Ancient Spores
exnihilocreatio:item_material:4, Grass Seeds
exnihilocreatio:item_material:5, Porcelain Doll
exnihilocreatio:item_material:6, Stone Rod
exnihilocreatio:item_material:7, Stone Gear
exnihilocreatio:item_cooked_silkworm, Cooked Silkworm
exnihilocreatio:item_pebble:0, Stone Pebble
exnihilocreatio:item_pebble:1, Granite Pebble
exnihilocreatio:item_pebble:2, Diorite Pebble
exnihilocreatio:item_pebble:3, Andesite Pebble
exnihilocreatio:item_doll:0, Blazing Doll
exnihilocreatio:item_doll:1, Creeping Doll
exnihilocreatio:item_doll:2, Floating Doll
exnihilocreatio:item_doll:3, Protecting Doll
exnihilocreatio:item_seed_oak, Oak Seed
exnihilocreatio:item_seed_spruce, Spruce Seed
exnihilocreatio:item_seed_birch, Birch Seed
exnihilocreatio:item_seed_jungle, Jungle Seed
exnihilocreatio:item_seed_acacia, Acacia Seed
exnihilocreatio:item_seed_darkoak, Dark Oak Seed
exnihilocreatio:item_seed_cactus, Cactus Seed
exnihilocreatio:item_seed_sugarcane, Sugarcane Seed
exnihilocreatio:item_seed_carrot, Carrot Seeds
exnihilocreatio:item_seed_potato, Potato Seeds
exnihilocreatio:witchwater, tile.witchwater.name
exnihilocreatio:block_dust, Dust
exnihilocreatio:block_netherrack_crushed, Crushed Netherrack
exnihilocreatio:block_endstone_crushed, Crushed Endstone
exnihilocreatio:block_skystone_crushed, Crushed Sky Stone
exnihilocreatio:block_andesite_crushed, Crushed Andesite
exnihilocreatio:block_diorite_crushed, Crushed Diorite
exnihilocreatio:block_granite_crushed, Crushed Granite
exnihilocreatio:block_barrel0, Wooden Barrel
exnihilocreatio:block_barrel1, Stone Barrel
exnihilocreatio:block_infesting_leaves, Infested Leaves
exnihilocreatio:block_infested_leaves, Infested Leaves
exnihilocreatio:block_sieve, Sieve
exnihilocreatio:block_crucible_wood, Wooden Crucible
exnihilocreatio:block_waterwheel, Waterwheel
exnihilocreatio:block_axle_stone, Stone Axle
exnihilocreatio:block_grinder, Grinder [WIP! Does nothing yet!]
exnihilocreatio:block_auto_sifter, Auto Sifter
exnihilocreatio:block_end_cake, End Cake
exnihilocreatio:block_crucible:0, Unfired Crucible
exnihilocreatio:block_crucible:1, Crucible
excompressum:compressed_block:0, Compressed Dust
excompressum:compressed_block:1, Compressed Cobblestone
excompressum:compressed_block:2, Compressed Gravel
excompressum:compressed_block:3, Compressed Sand
excompressum:compressed_block:4, Compressed Dirt
excompressum:compressed_block:5, Compressed Flint
excompressum:compressed_block:6, Compressed Nether Gravel
excompressum:compressed_block:7, Compressed Ender Gravel
excompressum:compressed_block:8, Compressed Soul Sand
excompressum:compressed_block:9, Compressed Netherrack
excompressum:compressed_block:10, Compressed End Stone
excompressum:heavy_sieve:0, Heavy Oak Sieve
excompressum:heavy_sieve:1, Heavy Spruce Sieve
excompressum:heavy_sieve:2, Heavy Birch Sieve
excompressum:heavy_sieve:3, Heavy Jungle Sieve
excompressum:heavy_sieve:4, Heavy Acacia Sieve
excompressum:heavy_sieve:5, Heavy Dark Oak Sieve
excompressum:wooden_crucible:0, Oak Crucible
excompressum:wooden_crucible:1, Spruce Crucible
excompressum:wooden_crucible:2, Birch Crucible
excompressum:wooden_crucible:3, Jungle Crucible
excompressum:wooden_crucible:4, Acacia Crucible
excompressum:wooden_crucible:5, Dark Oak Crucible
excompressum:bait:0, Wolf Bait
excompressum:bait:1, Ocelot Bait
excompressum:bait:2, Cow Bait
excompressum:bait:3, Pig Bait
excompressum:bait:4, Chicken Bait
excompressum:bait:5, Sheep Bait
excompressum:bait:6, Squid Bait
excompressum:bait:7, Rabbit Bait
excompressum:bait:8, Horse Bait
excompressum:bait:9, Donkey Bait
excompressum:bait:10, Polar Bear Bait
excompressum:bait:11, Llama Bait
excompressum:bait:12, Parrot Bait
excompressum:auto_hammer, Auto Hammer
excompressum:auto_compressed_hammer, Auto Compressed Hammer
excompressum:auto_sieve, Auto Sieve
excompressum:auto_heavy_sieve, Auto Heavy Sieve
excompressum:auto_compressor, Auto Compressor
excompressum:auto_compressor_rationing, Auto Compressor (Rationing)
excompressum:chicken_stick, Chicken Stick
excompressum:compressed_hammer_wood, Compressed Wooden Hammer
excompressum:compressed_hammer_stone, Compressed Stone Hammer
excompressum:compressed_hammer_iron, Compressed Iron Hammer
excompressum:compressed_hammer_gold, Compressed Gold Hammer
excompressum:compressed_hammer_diamond, Compressed Diamond Hammer
excompressum:double_compressed_diamond_hammer, Double Compressed Diamond Hammer
excompressum:compressed_crook, Compressed Crook
excompressum:iron_mesh, Iron Mesh
excompressum:wood_chippings, Wood Chippings
excompressum:uncompressed_coal, Uncompressed Coal
excompressum:bat_zapper, Bat Zapper
excompressum:ore_smasher, Ore Smasher
excompressum:ugly_steel_plating, Ugly Steel Plating
extendedcrafting:storage:0, Block of Black Iron
extendedcrafting:storage:1, Block of Luminessence
extendedcrafting:storage:2, Block of Nether Stars
extendedcrafting:storage:3, Block of Crystaltine
extendedcrafting:storage:4, Block of The Ultimate
extendedcrafting:storage:5, Block of Ender
extendedcrafting:storage:6, Block of Ender Stars
extendedcrafting:storage:7, Block of Enhanced Ender
extendedcrafting:frame, Black Iron Frame
extendedcrafting:lamp:0, Black Iron Lamp
extendedcrafting:lamp:1, Black Iron Lamp
extendedcrafting:trimmed:0, Block of Black Iron
extendedcrafting:trimmed:1, Block of Black Iron
extendedcrafting:trimmed:2, Block of Black Iron
extendedcrafting:trimmed:3, Block of Black Iron
extendedcrafting:trimmed:4, Block of Black Iron
extendedcrafting:trimmed:5, Block of Black Iron
extendedcrafting:crafting_table, Crafting Table
extendedcrafting:pedestal, Pedestal
extendedcrafting:crafting_core, Crafting Core
extendedcrafting:interface, Automation Interface
extendedcrafting:table_basic, Basic Crafting Table
extendedcrafting:table_advanced, Advanced Crafting Table
extendedcrafting:table_elite, Elite Crafting Table
extendedcrafting:table_ultimate, Ultimate Crafting Table
